MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Emotion,Gender
-739.0083618164062,86.57484436035156,1.5172733068466187,19.668628692626953,-2.4475510120391846,16.958648681640625,-4.901945114135742,7.323051929473877,-10.911677360534668,1.4263170957565308,-9.631377220153809,-1.0877834558486938,2.9936602115631104,-0.48165377974510193,3.0177509784698486,-3.372140884399414,-1.7482229471206665,1.1704847812652588,-0.30524536967277527,-4.16386604309082,1,1
-723.7808837890625,84.13334655761719,-3.7878291606903076,15.846211433410645,3.906177282333374,14.715645790100098,-4.375716209411621,5.330203056335449,-9.573997497558594,-2.8633065223693848,-7.807599067687988,-1.2118762731552124,4.631600379943848,-1.3550546169281006,2.1199822425842285,-2.691972255706787,-3.076449155807495,0.8177269101142883,0.740860641002655,-3.497568368911743,1,1
-676.9894409179688,76.86863708496094,-1.4079701900482178,10.792783737182617,4.660824298858643,10.091360092163086,-7.7411723136901855,1.8415501117706299,-7.728886604309082,-4.070821762084961,-9.077515602111816,-0.27015388011932373,0.46150800585746765,-6.866671085357666,0.5762462019920349,-0.9059532284736633,-4.389012813568115,-0.7088979482650757,2.1566038131713867,-5.6505208015441895,2,1
-653.2312622070312,75.0018539428711,-1.8097862005233765,9.911635398864746,8.66285514831543,10.500560760498047,-5.282060146331787,0.06017214432358742,-5.917001247406006,-4.2043256759643555,-10.225545883178711,1.1287018060684204,1.3673815727233887,-6.417186737060547,1.981963872909546,1.0108124017715454,-4.4896135330200195,-0.09905242919921875,2.5592598915100098,-4.829911231994629,2,1
-691.923828125,76.16011810302734,0.3520488142967224,12.273326873779297,4.723308086395264,8.096739768981934,-5.205215930938721,2.647704839706421,-8.673376083374023,-4.325993061065674,-12.174830436706543,0.5708918571472168,2.5832479000091553,-6.298068523406982,0.2629997432231903,0.20483173429965973,-3.7915987968444824,0.4368594288825989,2.012941837310791,-5.284080505371094,2,1
-679.6575317382812,72.37520599365234,-0.5984612107276917,17.829648971557617,5.710782527923584,9.957390785217285,-5.759800434112549,6.067202091217041,-7.474220275878906,-2.7697417736053467,-11.334110260009766,0.5316378474235535,1.0877172946929932,-4.343003749847412,1.846413254737854,-0.030034681782126427,-3.5296642780303955,0.2168668806552887,2.1110451221466064,-6.356286525726318,2,1
-628.8553466796875,66.28719329833984,-7.340964317321777,10.086002349853516,-3.280874729156494,7.417259216308594,-6.044314384460449,-3.045482635498047,-11.235586166381836,-4.115639686584473,-9.972177505493164,-6.135036468505859,0.5758649110794067,-6.1922502517700195,-3.1227638721466064,-0.6700409650802612,-5.448474407196045,-3.6311097145080566,-1.2314112186431885,-4.749284267425537,2,1
-594.071533203125,70.95586395263672,-7.706091403961182,4.600258827209473,0.6868376731872559,8.419356346130371,-5.202346324920654,-3.5842185020446777,-9.020050048828125,-5.451241970062256,-12.052757263183594,-3.5264132022857666,3.8704967498779297,-5.733704090118408,-3.3368945121765137,0.755703330039978,-4.029534339904785,-3.2549710273742676,0.23242926597595215,-3.9720957279205322,2,1
-547.7694702148438,65.45169067382812,-9.567642211914062,10.115111351013184,-0.8072399497032166,8.543665885925293,-7.496906280517578,-0.8259999752044678,-10.303526878356934,-6.568244934082031,-14.117385864257812,-1.2318289279937744,1.6183010339736938,-8.102426528930664,-1.5081079006195068,0.6121824979782104,-5.425223350524902,-3.908907890319824,1.3234214782714844,-5.44639778137207,2,1
-569.5704956054688,67.9360122680664,-8.825316429138184,11.150208473205566,-2.6887481212615967,9.00577163696289,-9.354898452758789,0.33653712272644043,-10.659728050231934,-6.064700603485107,-13.789400100708008,-3.487102508544922,0.2456270307302475,-6.551254749298096,-1.2187227010726929,0.3195260465145111,-4.5496697425842285,-4.857801914215088,0.021885717287659645,-4.765654563903809,2,1
-715.6340942382812,74.01409912109375,0.7161080241203308,11.7597017288208,6.82512092590332,11.532094955444336,-6.785750865936279,4.099911212921143,-7.127367973327637,-5.670806407928467,-7.444511413574219,-2.6994733810424805,-1.9194025993347168,-2.7663772106170654,1.7643784284591675,-3.537590980529785,-4.176757335662842,-0.13911795616149902,-0.7180431485176086,-3.7921321392059326,3,1
-727.9581298828125,79.72737884521484,0.9695724844932556,13.618385314941406,8.548066139221191,12.273634910583496,-4.932467937469482,5.47877311706543,-5.546542644500732,-5.787271022796631,-7.305468559265137,-3.7261080741882324,-0.1309637725353241,-2.3357601165771484,0.12093360722064972,-2.2171669006347656,-2.401472330093384,0.6064553260803223,-0.7274552583694458,-2.287320613861084,3,1
-766.2460327148438,75.40440368652344,-1.8560800552368164,12.262716293334961,6.495753765106201,10.615763664245605,-5.382849216461182,3.078650712966919,-5.097566604614258,-6.7472758293151855,-6.3408589363098145,-2.544466972351074,0.8017244935035706,-1.9958407878875732,0.4642334580421448,-1.5297737121582031,-2.648937702178955,-0.92424476146698,-0.08090077340602875,-2.4860358238220215,3,1
-741.2181396484375,71.99246215820312,1.8458833694458008,14.481335639953613,6.810408592224121,10.492633819580078,-5.159689903259277,6.317878246307373,-4.983729362487793,-6.128416538238525,-8.08530330657959,-1.9683319330215454,-0.7378212213516235,-3.3683454990386963,1.414779782295227,-1.6769369840621948,-2.7228498458862305,-1.139101505279541,1.9089806079864502,-1.733412265777588,3,1
-702.1267700195312,76.71426391601562,3.771697998046875,14.768123626708984,8.725387573242188,12.866103172302246,-6.514172077178955,5.512698650360107,-6.807406902313232,-4.782207012176514,-6.418335914611816,-0.30239903926849365,-0.8778452277183533,-3.6489758491516113,1.3395698070526123,-2.5018885135650635,-3.7263312339782715,-0.22379061579704285,1.212356686592102,-3.724761962890625,3,1
-659.4183349609375,68.18169403076172,-5.224796295166016,12.158003807067871,2.4355928897857666,10.667031288146973,-7.667123794555664,-1.2477173805236816,-7.52139949798584,-6.251616954803467,-11.497817039489746,-1.7521086931228638,-0.46921205520629883,-6.622282028198242,-0.514661431312561,-0.4244752824306488,-5.254231929779053,-2.336953639984131,1.5264214277267456,-5.891026973724365,3,1
-654.4835815429688,69.56118774414062,-2.757063865661621,11.09476375579834,6.554686069488525,9.585108757019043,-6.756734848022461,0.7108628153800964,-8.404685020446777,-7.72439432144165,-13.861921310424805,-0.7117320895195007,-0.836846649646759,-6.693334102630615,-0.0426594540476799,-1.0620874166488647,-5.318466663360596,-1.5440672636032104,1.360893726348877,-4.192925930023193,3,1
-634.5387573242188,67.833984375,-4.875367164611816,14.02564525604248,3.5528066158294678,9.460142135620117,-7.982900619506836,0.825689971446991,-8.468379020690918,-6.789079189300537,-12.174614906311035,-0.35144487023353577,-0.13348069787025452,-5.708602428436279,0.17096172273159027,-1.056950330734253,-5.9908857345581055,-1.4593197107315063,1.6334782838821411,-5.4600396156311035,3,1
-573.29443359375,59.088470458984375,-8.275736808776855,12.996349334716797,1.8508710861206055,5.406269073486328,-6.971469879150391,1.6555362939834595,-3.698373794555664,-1.9457708597183228,-10.908191680908203,-1.4919837713241577,-0.07562605291604996,-4.168437957763672,-0.7987393140792847,-1.2918410301208496,-4.76689338684082,-1.0061249732971191,-1.6948331594467163,-4.233816146850586,4,1
-556.6907958984375,57.1674919128418,-8.42580509185791,12.72265625,-2.158780336380005,5.00075101852417,-7.937483787536621,0.47553518414497375,-8.932382583618164,-5.804084777832031,-9.964855194091797,-3.7662577629089355,-2.3743460178375244,-5.826484203338623,-2.8464303016662598,-2.4522314071655273,-4.7891364097595215,-1.9431344270706177,-2.816650390625,-5.877725124359131,4,1
-591.9529418945312,56.15485382080078,-1.8595203161239624,12.78929615020752,2.890263795852661,5.894514083862305,-5.9934306144714355,1.8435633182525635,-6.785245895385742,-4.694276332855225,-10.125624656677246,-1.203141689300537,-1.8984763622283936,-4.898718357086182,0.44504085183143616,-2.5855894088745117,-4.191922664642334,-0.6964859366416931,-0.47322556376457214,-4.9499382972717285,4,1
-553.7610473632812,56.800506591796875,-3.4158167839050293,11.60537052154541,0.4947642683982849,6.962860584259033,-7.697505950927734,2.0317955017089844,-5.536835193634033,-6.03196907043457,-10.805072784423828,-2.306060314178467,-0.5217505693435669,-5.5209221839904785,-0.21865558624267578,-0.38426506519317627,-5.916072845458984,-1.4300787448883057,-0.09741828590631485,-5.4690141677856445,4,1
-378.3281555175781,49.283565521240234,-21.70089340209961,3.0868723392486572,-8.477762222290039,-2.225435495376587,-9.471959114074707,-3.747159957885742,-15.726590156555176,-8.22643756866455,-11.819222450256348,-6.4908270835876465,-4.640228271484375,-4.916477203369141,-5.403401851654053,-5.6506123542785645,-5.615696430206299,-1.9512052536010742,-1.4045209884643555,-4.580618858337402,4,1
-397.6970520019531,47.66984558105469,-26.511865615844727,10.721235275268555,-10.301023483276367,2.6657423973083496,-12.789167404174805,-1.8931407928466797,-12.129034042358398,-5.899327754974365,-14.894055366516113,-6.190485000610352,-2.682004690170288,-8.023630142211914,-4.4186787605285645,-2.7559266090393066,-4.934850692749023,-3.0230774879455566,-3.8790690898895264,-7.288216590881348,4,1
-433.6375427246094,50.2560920715332,-20.689250946044922,8.795833587646484,-5.991341590881348,3.174492835998535,-9.553726196289062,-2.584425210952759,-11.117951393127441,-8.112561225891113,-13.181221008300781,-4.5390400886535645,-1.9429810047149658,-8.380615234375,-3.6236135959625244,-2.0725786685943604,-6.415438175201416,-1.1702871322631836,-1.237955927848816,-5.7546916007995605,4,1
-333.5851745605469,40.21058654785156,-22.06267547607422,1.6477680206298828,-11.413883209228516,-0.35208985209465027,-12.151191711425781,-6.401313304901123,-16.206497192382812,-7.234008312225342,-15.146254539489746,-6.350729942321777,-1.8132538795471191,-7.59383487701416,-6.346302509307861,-4.066812515258789,-5.2305097579956055,-1.2886050939559937,-2.315627336502075,-2.7406578063964844,4,1
-620.7677612304688,70.9172134399414,2.4900615215301514,15.253397941589355,5.40216588973999,14.50805950164795,-8.191871643066406,3.311368227005005,-8.675992965698242,-5.8910136222839355,-8.841845512390137,0.1785961389541626,-1.2690470218658447,-2.0390782356262207,4.680022239685059,-1.0917094945907593,-2.5530035495758057,2.063046932220459,4.589392185211182,-2.6113388538360596,5,1
-639.28515625,71.01637268066406,-3.9921860694885254,9.93333625793457,2.2092113494873047,11.522390365600586,-9.023408889770508,0.6312573552131653,-11.601508140563965,-9.107794761657715,-11.837839126586914,-1.21263587474823,-1.680789589881897,-6.669982433319092,0.20922140777111053,-2.762038230895996,-5.141862869262695,0.1330878734588623,2.5664150714874268,-4.766584873199463,5,1
-647.6795043945312,73.65364074707031,4.8257904052734375,20.206403732299805,7.815792560577393,15.6973876953125,-3.0631284713745117,6.565776824951172,-5.689016819000244,-2.6845574378967285,-5.630414962768555,1.7508046627044678,0.9433914422988892,-1.2555643320083618,3.428818464279175,0.1680806428194046,-1.7103747129440308,2.1199209690093994,3.524899959564209,-0.7796436548233032,5,1
-648.1647338867188,76.12715148925781,-2.8439254760742188,14.396561622619629,6.305964469909668,12.904170989990234,-6.014010906219482,4.113387107849121,-9.958538055419922,-6.305790424346924,-7.172340393066406,0.6866797804832458,-0.24742409586906433,-2.2113380432128906,1.7464967966079712,-2.1956911087036133,-1.898819923400879,1.3944706916809082,0.9208491444587708,-2.1862518787384033,5,1
-471.719970703125,72.41703033447266,-13.596771240234375,7.809194087982178,-3.929621934890747,10.828049659729004,-1.1969071626663208,3.2778000831604004,-11.160205841064453,-9.406692504882812,-9.406983375549316,-0.7839037775993347,3.1947920322418213,-3.760226011276245,-1.0953923463821411,-0.13705964386463165,-3.7176177501678467,2.4350037574768066,5.133221626281738,1.2146689891815186,5,1
-434.1319274902344,58.956260681152344,-13.247817039489746,-1.1388062238693237,-6.470151424407959,9.791040420532227,-5.917119979858398,-2.6396965980529785,-14.320056915283203,-11.661630630493164,-12.219120979309082,-5.640641689300537,-2.0780255794525146,-9.105180740356445,-5.796392440795898,-4.638240814208984,-5.777247428894043,-0.7136916518211365,0.500805139541626,-4.39308500289917,5,1
-401.769775390625,60.286922454833984,-16.135217666625977,4.633660316467285,-8.822213172912598,4.493577480316162,-7.193097114562988,0.3096059560775757,-16.98737335205078,-12.861559867858887,-13.13463306427002,-7.330986976623535,-1.683793306350708,-7.631353378295898,-6.911165237426758,-5.564000606536865,-8.664847373962402,-3.0699574947357178,1.6513117551803589,-3.944122076034546,5,1
-453.731201171875,61.502777099609375,-13.128620147705078,3.3771750926971436,-6.689455986022949,8.602524757385254,-4.65757417678833,-2.325641393661499,-16.37062644958496,-8.627227783203125,-14.524199485778809,-5.508349418640137,2.2988288402557373,-5.281853675842285,-6.985789775848389,-4.400756359100342,-6.473394393920898,-1.5267252922058105,1.8743617534637451,-4.508500576019287,5,1
-678.0720825195312,77.7319564819336,-1.6891272068023682,11.918922424316406,0.9583197236061096,12.377246856689453,-6.883232593536377,2.873385429382324,-10.017699241638184,-3.7507288455963135,-11.272127151489258,-1.6278266906738281,1.6368855237960815,-7.343514442443848,-0.32081466913223267,-3.8016738891601562,-4.97805643081665,1.0818605422973633,-2.3536601066589355,-4.429121017456055,6,1
-657.15966796875,65.52349853515625,-0.5548643469810486,11.435529708862305,-4.853179454803467,13.610405921936035,-8.756486892700195,1.751713514328003,-11.660615921020508,-2.1726126670837402,-13.30825138092041,-0.7421516180038452,-0.5961782932281494,-5.30147123336792,-3.1424686908721924,-2.9946253299713135,-3.5054426193237305,-0.5723221898078918,-1.754579782485962,-4.68535852432251,6,1
-701.5081787109375,84.78795623779297,2.997608184814453,15.162997245788574,2.6291420459747314,11.13897705078125,-3.7800700664520264,6.459385871887207,-13.312233924865723,-3.4557878971099854,-6.731436729431152,1.0927016735076904,-1.7330129146575928,-2.444899320602417,0.30510446429252625,-2.2815046310424805,-4.617268085479736,-0.6288937926292419,0.5328653454780579,-3.762666702270508,6,1
-698.6571044921875,67.06884765625,0.25019222497940063,11.765207290649414,1.6054463386535645,8.068243980407715,-3.663620948791504,5.279606819152832,-13.228755950927734,-2.037715435028076,-7.390992164611816,1.7353719472885132,-0.10164342075586319,-3.178832530975342,-0.12725920975208282,-2.668189287185669,-4.739285469055176,-0.19175401329994202,0.8569616675376892,-5.114882469177246,6,1
-517.1483154296875,59.37762451171875,-6.558112144470215,5.542263031005859,-13.141911506652832,1.3252308368682861,-7.2878217697143555,-1.9109832048416138,-16.19795036315918,-10.762829780578613,-9.764093399047852,-5.4012651443481445,-2.3013789653778076,-3.916142463684082,-5.0830206871032715,-4.889479160308838,-6.059558391571045,-3.2517809867858887,-5.5079731941223145,-4.587202548980713,6,1
-519.7413330078125,52.42231750488281,-12.122735977172852,9.081499099731445,-8.743046760559082,2.624398708343506,-12.059890747070312,-5.525173664093018,-19.53265953063965,-5.76292085647583,-7.98668098449707,-4.235037326812744,-2.456275463104248,-5.683987140655518,-3.928746461868286,-7.035388946533203,-6.23139762878418,-0.416928231716156,-1.1163604259490967,-5.938488960266113,6,1
-551.6975708007812,57.44877243041992,5.168605804443359,16.309972763061523,-10.462031364440918,5.024911880493164,-5.4590678215026855,-0.5563249588012695,-17.105712890625,-4.802659034729004,-4.728224277496338,-6.860710620880127,-7.012137413024902,-2.6557774543762207,-4.968623638153076,-6.805682182312012,-9.760461807250977,-1.542422890663147,-4.905418872833252,-8.95565414428711,6,1
-521.6751708984375,52.57058334350586,0.20839345455169678,7.136791706085205,-6.061338901519775,4.139880180358887,-6.282297134399414,-3.2811577320098877,-16.48526382446289,-6.156009197235107,-6.746862888336182,-3.5583419799804688,-5.39639139175415,-4.502439975738525,-5.7948431968688965,-4.696229457855225,-5.992247581481934,-2.74605393409729,-1.2539860010147095,-5.186739921569824,6,1
-679.5859375,62.3482780456543,1.6761600971221924,9.42513656616211,2.1962788105010986,9.800909996032715,-6.120882034301758,0.8905014991760254,-7.213902950286865,-3.2280194759368896,-7.427801132202148,-3.2293496131896973,1.4267817735671997,-4.653483867645264,-0.5472925901412964,-1.5064047574996948,-4.597693920135498,-2.344344139099121,0.7096871733665466,-5.249757289886475,7,1
-702.1013793945312,64.12450408935547,-0.9477812051773071,8.466732025146484,4.852527618408203,10.571375846862793,-5.156248092651367,-0.4945867657661438,-6.37954568862915,-4.133325576782227,-7.220281600952148,-0.010099917650222778,0.15693365037441254,-4.921058654785156,-0.9137321710586548,-0.8752053380012512,-4.532502174377441,-2.7517712116241455,1.6118202209472656,-3.646653413772583,7,1
-687.6263427734375,69.29067993164062,0.5023754239082336,13.75514030456543,3.8236443996429443,10.029670715332031,-6.404453277587891,3.707028865814209,-7.8513288497924805,-4.052966117858887,-8.612439155578613,0.20680493116378784,0.3657515048980713,-3.5970959663391113,-0.245894193649292,-2.8954226970672607,-3.622468948364258,-0.902049720287323,1.3702023029327393,-4.797969341278076,7,1
-697.3334350585938,62.460693359375,-2.3828048706054688,11.62187385559082,-0.35621169209480286,6.556230068206787,-8.492724418640137,2.867050886154175,-7.470953464508057,-3.1717870235443115,-8.05953311920166,-2.135946750640869,-0.22877395153045654,-5.000199794769287,-1.6430644989013672,-0.6760129332542419,-5.396047115325928,-1.8402339220046997,0.9491779804229736,-5.863630294799805,7,1
-622.9025268554688,64.63957977294922,-5.320411682128906,10.075407028198242,0.8616967797279358,10.957283020019531,-8.128280639648438,0.6339999437332153,-8.736213684082031,-2.503964900970459,-9.610145568847656,-1.6478112936019897,1.6885336637496948,-6.783566474914551,-0.9601200222969055,0.008398742415010929,-4.566685676574707,-2.4059252738952637,0.7425208687782288,-5.194154262542725,7,1
-586.2154541015625,56.68622970581055,-6.28602933883667,9.782076835632324,-0.8378487229347229,7.642506122589111,-8.362449645996094,1.4057941436767578,-9.231746673583984,-3.6425561904907227,-10.248408317565918,-2.966665267944336,-0.35438162088394165,-5.047441005706787,-3.1233205795288086,-0.3368118107318878,-5.093179225921631,-3.7261719703674316,-1.0919095277786255,-4.789696216583252,7,1
-628.980224609375,63.43452835083008,-7.787728786468506,13.052510261535645,-1.8314629793167114,9.179102897644043,-9.622708320617676,1.257444143295288,-8.555007934570312,-6.979881286621094,-10.647538185119629,0.22615483403205872,-1.8629742860794067,-4.840207099914551,-1.3273499011993408,-0.9273121356964111,-6.247514724731445,-2.67932391166687,0.07946222275495529,-6.594806671142578,7,1
-607.5999145507812,60.818702697753906,-6.168674468994141,9.755895614624023,-2.7010490894317627,7.639427185058594,-6.2403717041015625,0.683074414730072,-11.411169052124023,-4.335031986236572,-9.43845272064209,-2.530402660369873,-0.2827405631542206,-4.964162349700928,-2.1761274337768555,-0.7896559238433838,-5.1090264320373535,-4.914999008178711,0.49815747141838074,-4.6639018058776855,7,1
-1131.370849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
-1131.370849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
-1131.370849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
-1131.370849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
-1131.370849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
-1131.370849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
-1131.370849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
-1131.370849609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
-1131.37109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
-1131.3709716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
