MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Emotion,Gender
-739.0083618164062,86.57484436035156,1.5172733068466187,19.668628692626953,-2.4475510120391846,16.958648681640625,-4.901945114135742,7.323051929473877,-10.911677360534668,1.4263170957565308,-9.631377220153809,-1.0877834558486938,2.9936602115631104,-0.48165377974510193,3.0177509784698486,-3.372140884399414,-1.7482229471206665,1.1704847812652588,-0.30524536967277527,-4.16386604309082,1,1
-723.7808837890625,84.13334655761719,-3.7878291606903076,15.846211433410645,3.906177282333374,14.715645790100098,-4.375716209411621,5.330203056335449,-9.573997497558594,-2.8633065223693848,-7.807599067687988,-1.2118762731552124,4.631600379943848,-1.3550546169281006,2.1199822425842285,-2.691972255706787,-3.076449155807495,0.8177269101142883,0.740860641002655,-3.497568368911743,1,1
-678.0720825195312,77.7319564819336,-1.6891272068023682,11.918922424316406,0.9583197236061096,12.377246856689453,-6.883232593536377,2.873385429382324,-10.017699241638184,-3.7507288455963135,-11.272127151489258,-1.6278266906738281,1.6368855237960815,-7.343514442443848,-0.32081466913223267,-3.8016738891601562,-4.97805643081665,1.0818605422973633,-2.3536601066589355,-4.429121017456055,6,1
-657.15966796875,65.52349853515625,-0.5548643469810486,11.435529708862305,-4.853179454803467,13.610405921936035,-8.756486892700195,1.751713514328003,-11.660615921020508,-2.1726126670837402,-13.30825138092041,-0.7421516180038452,-0.5961782932281494,-5.30147123336792,-3.1424686908721924,-2.9946253299713135,-3.5054426193237305,-0.5723221898078918,-1.754579782485962,-4.68535852432251,6,1
-701.5081787109375,84.78795623779297,2.997608184814453,15.162997245788574,2.6291420459747314,11.13897705078125,-3.7800700664520264,6.459385871887207,-13.312233924865723,-3.4557878971099854,-6.731436729431152,1.0927016735076904,-1.7330129146575928,-2.444899320602417,0.30510446429252625,-2.2815046310424805,-4.617268085479736,-0.6288937926292419,0.5328653454780579,-3.762666702270508,6,1
-698.6571044921875,67.06884765625,0.25019222497940063,11.765207290649414,1.6054463386535645,8.068243980407715,-3.663620948791504,5.279606819152832,-13.228755950927734,-2.037715435028076,-7.390992164611816,1.7353719472885132,-0.10164342075586319,-3.178832530975342,-0.12725920975208282,-2.668189287185669,-4.739285469055176,-0.19175401329994202,0.8569616675376892,-5.114882469177246,6,1
-517.1483154296875,59.37762451171875,-6.558112144470215,5.542263031005859,-13.141911506652832,1.3252308368682861,-7.2878217697143555,-1.9109832048416138,-16.19795036315918,-10.762829780578613,-9.764093399047852,-5.4012651443481445,-2.3013789653778076,-3.916142463684082,-5.0830206871032715,-4.889479160308838,-6.059558391571045,-3.2517809867858887,-5.5079731941223145,-4.587202548980713,6,1
-519.7413330078125,52.42231750488281,-12.122735977172852,9.081499099731445,-8.743046760559082,2.624398708343506,-12.059890747070312,-5.525173664093018,-19.53265953063965,-5.76292085647583,-7.98668098449707,-4.235037326812744,-2.456275463104248,-5.683987140655518,-3.928746461868286,-7.035388946533203,-6.23139762878418,-0.416928231716156,-1.1163604259490967,-5.938488960266113,6,1
-551.6975708007812,57.44877243041992,5.168605804443359,16.309972763061523,-10.462031364440918,5.024911880493164,-5.4590678215026855,-0.5563249588012695,-17.105712890625,-4.802659034729004,-4.728224277496338,-6.860710620880127,-7.012137413024902,-2.6557774543762207,-4.968623638153076,-6.805682182312012,-9.760461807250977,-1.542422890663147,-4.905418872833252,-8.95565414428711,6,1
-521.6751708984375,52.57058334350586,0.20839345455169678,7.136791706085205,-6.061338901519775,4.139880180358887,-6.282297134399414,-3.2811577320098877,-16.48526382446289,-6.156009197235107,-6.746862888336182,-3.5583419799804688,-5.39639139175415,-4.502439975738525,-5.7948431968688965,-4.696229457855225,-5.992247581481934,-2.74605393409729,-1.2539860010147095,-5.186739921569824,6,1
-679.5859375,62.3482780456543,1.6761600971221924,9.42513656616211,2.1962788105010986,9.800909996032715,-6.120882034301758,0.8905014991760254,-7.213902950286865,-3.2280194759368896,-7.427801132202148,-3.2293496131896973,1.4267817735671997,-4.653483867645264,-0.5472925901412964,-1.5064047574996948,-4.597693920135498,-2.344344139099121,0.7096871733665466,-5.249757289886475,7,1
-702.1013793945312,64.12450408935547,-0.9477812051773071,8.466732025146484,4.852527618408203,10.571375846862793,-5.156248092651367,-0.4945867657661438,-6.37954568862915,-4.133325576782227,-7.220281600952148,-0.010099917650222778,0.15693365037441254,-4.921058654785156,-0.9137321710586548,-0.8752053380012512,-4.532502174377441,-2.7517712116241455,1.6118202209472656,-3.646653413772583,7,1
-687.6263427734375,69.29067993164062,0.5023754239082336,13.75514030456543,3.8236443996429443,10.029670715332031,-6.404453277587891,3.707028865814209,-7.8513288497924805,-4.052966117858887,-8.612439155578613,0.20680493116378784,0.3657515048980713,-3.5970959663391113,-0.245894193649292,-2.8954226970672607,-3.622468948364258,-0.902049720287323,1.3702023029327393,-4.797969341278076,7,1
-697.3334350585938,62.460693359375,-2.3828048706054688,11.62187385559082,-0.35621169209480286,6.556230068206787,-8.492724418640137,2.867050886154175,-7.470953464508057,-3.1717870235443115,-8.05953311920166,-2.135946750640869,-0.22877395153045654,-5.000199794769287,-1.6430644989013672,-0.6760129332542419,-5.396047115325928,-1.8402339220046997,0.9491779804229736,-5.863630294799805,7,1
-622.9025268554688,64.63957977294922,-5.320411682128906,10.075407028198242,0.8616967797279358,10.957283020019531,-8.128280639648438,0.6339999437332153,-8.736213684082031,-2.503964900970459,-9.610145568847656,-1.6478112936019897,1.6885336637496948,-6.783566474914551,-0.9601200222969055,0.008398742415010929,-4.566685676574707,-2.4059252738952637,0.7425208687782288,-5.194154262542725,7,1
-586.2154541015625,56.68622970581055,-6.28602933883667,9.782076835632324,-0.8378487229347229,7.642506122589111,-8.362449645996094,1.4057941436767578,-9.231746673583984,-3.6425561904907227,-10.248408317565918,-2.966665267944336,-0.35438162088394165,-5.047441005706787,-3.1233205795288086,-0.3368118107318878,-5.093179225921631,-3.7261719703674316,-1.0919095277786255,-4.789696216583252,7,1
-628.980224609375,63.43452835083008,-7.787728786468506,13.052510261535645,-1.8314629793167114,9.179102897644043,-9.622708320617676,1.257444143295288,-8.555007934570312,-6.979881286621094,-10.647538185119629,0.22615483403205872,-1.8629742860794067,-4.840207099914551,-1.3273499011993408,-0.9273121356964111,-6.247514724731445,-2.67932391166687,0.07946222275495529,-6.594806671142578,7,1
-607.5999145507812,60.818702697753906,-6.168674468994141,9.755895614624023,-2.7010490894317627,7.639427185058594,-6.2403717041015625,0.683074414730072,-11.411169052124023,-4.335031986236572,-9.43845272064209,-2.530402660369873,-0.2827405631542206,-4.964162349700928,-2.1761274337768555,-0.7896559238433838,-5.1090264320373535,-4.914999008178711,0.49815747141838074,-4.6639018058776855,7,1
-677.1066284179688,68.22846221923828,-6.4826812744140625,6.383361339569092,0.2365085482597351,2.3717498779296875,-9.04399299621582,2.5636892318725586,-10.180883407592773,-2.3917429447174072,-2.8699681758880615,-0.7674453258514404,-3.5759944915771484,-2.544527292251587,-2.8694450855255127,-3.162344217300415,-0.26521816849708557,-6.198742866516113,-2.213426113128662,-1.4162449836730957,0,0
-675.3170776367188,65.15611267089844,-8.884658813476562,7.5122599601745605,1.7742857933044434,1.2974344491958618,-8.733658790588379,3.2109951972961426,-10.28561019897461,-0.3726041316986084,-3.370638370513916,-1.4676934480667114,-2.7675883769989014,-2.6396331787109375,-3.4154584407806396,-3.81084942817688,-0.21987536549568176,-5.652951717376709,-2.8928356170654297,-1.545507788658142,0,0
-642.3309936523438,63.22759246826172,-6.763364315032959,3.751401901245117,-2.0040807723999023,1.8124933242797852,-8.729098320007324,2.266817808151245,-10.819380760192871,-3.2260210514068604,-4.267367839813232,-1.2410296201705933,-4.368981838226318,-2.9131462574005127,-4.610828876495361,-3.296361207962036,0.2445433884859085,-5.848694801330566,-3.7628796100616455,-1.7787575721740723,0,0
-664.5252075195312,60.854217529296875,-7.434606075286865,5.378344535827637,-2.945639133453369,1.916528344154358,-10.314708709716797,2.6181182861328125,-11.73343563079834,-3.6239349842071533,-5.040233612060547,-2.2652428150177,-4.788270473480225,-2.683823585510254,-5.642852306365967,-4.944057464599609,-0.8532679677009583,-6.553656578063965,-4.014406681060791,-1.2019929885864258,0,0
-698.1431884765625,70.44442749023438,-4.796625137329102,13.333954811096191,-0.1215287372469902,3.620840549468994,-8.556844711303711,4.883453845977783,-10.145264625549316,-1.242282748222351,-2.7565805912017822,-2.257737874984741,-2.1865713596343994,-4.6433820724487305,-3.9448747634887695,-2.1807658672332764,-0.20128947496414185,-5.265006065368652,-2.7591443061828613,-2.876847505569458,1,0
-692.891845703125,67.13613891601562,-8.025590896606445,10.056297302246094,-1.8914015293121338,3.087481737136841,-9.755256652832031,4.1249613761901855,-11.923689842224121,-2.0524699687957764,-3.432014226913452,-3.740468740463257,-2.785491704940796,-7.043959140777588,-5.604520320892334,-2.203953504562378,-0.5186394453048706,-6.437949180603027,-3.37852144241333,-4.049450874328613,1,0
-689.0189208984375,64.4524154663086,-6.380280017852783,10.084891319274902,-5.085353851318359,4.95759391784668,-9.563852310180664,2.2450170516967773,-10.625311851501465,-3.472482919692993,-4.629578113555908,-1.9591556787490845,-5.129391193389893,-4.341764450073242,-5.8451666831970215,-3.3563637733459473,-0.9224525690078735,-8.01689624786377,-5.0568084716796875,-2.867682933807373,1,0
-677.8590698242188,66.13642883300781,-8.542022705078125,5.422734260559082,-5.774271488189697,2.8412930965423584,-10.947297096252441,1.417710542678833,-13.269158363342285,-4.673369884490967,-5.303752422332764,-2.9280824661254883,-6.182293891906738,-4.704038143157959,-7.843723297119141,-4.785650730133057,-2.282189130783081,-7.871938228607178,-5.746359825134277,-3.4070911407470703,1,0
-669.07861328125,58.952518463134766,-5.046813488006592,9.304680824279785,-0.8769323229789734,1.40548574924469,-9.925008773803711,2.832824468612671,-8.808618545532227,-3.9338953495025635,-4.832550048828125,-2.3138203620910645,-3.110034942626953,-6.716890335083008,-4.3663129806518555,-3.5764336585998535,-2.1764440536499023,-5.8891425132751465,-3.5808050632476807,-4.177789688110352,1,0
-683.4052734375,63.6579704284668,-8.325206756591797,9.762359619140625,-2.778409242630005,1.1262961626052856,-9.383183479309082,3.7880239486694336,-12.217618942260742,-2.466142416000366,-4.73577880859375,-2.910170316696167,-1.7842172384262085,-6.9146223068237305,-5.681951522827148,-2.9461593627929688,-1.055878758430481,-6.14329195022583,-3.7616074085235596,-4.760497093200684,1,0
-677.7159423828125,59.11037063598633,-7.072503089904785,8.366792678833008,-7.931875705718994,2.7251789569854736,-8.842820167541504,0.8327928781509399,-12.714132308959961,-5.629609107971191,-6.075911998748779,-2.4980721473693848,-5.7429890632629395,-7.571770668029785,-7.431352138519287,-4.316920280456543,-3.0141513347625732,-7.4425153732299805,-4.43998908996582,-3.290067195892334,1,0
-678.7886962890625,62.682044982910156,-5.061803817749023,9.921820640563965,-6.563039779663086,4.100294589996338,-9.082794189453125,2.7928056716918945,-13.506105422973633,-3.174741744995117,-5.863445281982422,-0.33269768953323364,-5.1979522705078125,-6.7501444816589355,-8.172330856323242,-3.4654531478881836,-2.0416259765625,-6.952744960784912,-3.919517993927002,-3.608167886734009,1,0
-664.556884765625,70.64652252197266,-13.293825149536133,7.722908973693848,-3.6842422485351562,0.4948776662349701,-4.732110023498535,0.3860127329826355,-13.874812126159668,-3.665773868560791,-2.3242335319519043,-1.4426543712615967,-4.192254543304443,-1.5193560123443604,-3.631221055984497,-2.601335048675537,0.6334472298622131,-5.115931987762451,-2.5101423263549805,-2.766265869140625,6,0
-678.648681640625,78.78865051269531,-14.964791297912598,9.907170295715332,-3.3684332370758057,-0.43662527203559875,-5.1547651290893555,0.4675162434577942,-13.041657447814941,-6.425779819488525,-2.928380250930786,-0.48088333010673523,-4.361057758331299,-2.8770735263824463,-4.360199928283691,-5.289925575256348,0.4514867961406708,-4.028833389282227,-3.5473721027374268,-3.517676830291748,6,0
-649.8822631835938,70.87096405029297,-8.84210205078125,7.984444618225098,-3.8159139156341553,2.5513522624969482,-6.6213908195495605,-0.7430343627929688,-11.97200870513916,-6.6905131340026855,-2.195258378982544,-0.7242158651351929,-7.411736488342285,-1.8727854490280151,-4.975472450256348,-5.520022392272949,-0.9011334180831909,-5.48648738861084,-5.0602006912231445,-2.3531289100646973,6,0
-658.6138305664062,70.69481658935547,-15.011340141296387,7.40855073928833,-3.445662021636963,0.3486931025981903,-9.046472549438477,-1.5335919857025146,-14.333019256591797,-7.005721569061279,-0.8147340416908264,-1.16011381149292,-8.331697463989258,-1.871690273284912,-5.243518829345703,-6.707028388977051,-1.5694918632507324,-5.632439613342285,-4.096243381500244,-2.2313451766967773,6,0
-605.65576171875,65.7961654663086,-18.261497497558594,7.163852214813232,-5.599056720733643,-3.4991748332977295,-9.012584686279297,1.1490509510040283,-14.352522850036621,-6.612621784210205,-2.9741759300231934,-1.6389353275299072,-6.458765983581543,-4.192934036254883,-4.784295558929443,-4.588559150695801,-0.994821310043335,-6.39811372756958,-4.7449049949646,-2.783346652984619,6,0
-605.9365844726562,65.30647277832031,-14.536019325256348,8.75,-5.514374256134033,-2.3774149417877197,-7.080571174621582,2.4296345710754395,-11.659053802490234,-5.402298927307129,-3.1709091663360596,-0.04258842021226883,-4.626959323883057,-2.376638412475586,-5.110665321350098,-3.3009283542633057,-1.2142376899719238,-5.458064079284668,-4.413318634033203,-2.6672792434692383,6,0
-580.3375854492188,65.64004516601562,-12.743361473083496,2.996432304382324,-6.898760795593262,-2.7856619358062744,-7.982638835906982,-4.0808024406433105,-15.631698608398438,-7.217101097106934,-2.6091575622558594,-3.179826021194458,-9.353306770324707,-1.2999811172485352,-4.327466011047363,-7.9185380935668945,-1.535237431526184,-5.634864807128906,-5.993504047393799,-2.4230926036834717,6,0
-586.8413696289062,65.62384796142578,-14.957682609558105,4.433345317840576,-6.477146625518799,-1.7055284976959229,-8.537660598754883,-3.089186191558838,-13.199315071105957,-6.604707717895508,-2.7452404499053955,-1.1987820863723755,-7.43319034576416,-0.033941980451345444,-4.428318977355957,-7.138767242431641,0.09327671676874161,-4.76430606842041,-5.02667236328125,-0.7452617883682251,6,0
-597.7503051757812,53.23628234863281,-14.777422904968262,5.48050594329834,-0.2532710134983063,-0.23335078358650208,-12.938915252685547,4.27712869644165,-8.787458419799805,-0.39119213819503784,-3.8382604122161865,-2.8497447967529297,-3.2645721435546875,-4.228325366973877,-3.554504632949829,-0.9238626956939697,0.13716313242912292,-1.0087361335754395,0.16096121072769165,0.5301286578178406,7,0
-621.5057373046875,55.03562545776367,-15.479951858520508,1.263946294784546,-2.420596122741699,-0.2638002038002014,-11.557578086853027,3.220095634460449,-9.227483749389648,-2.867927074432373,-5.518783092498779,-3.695984363555908,-5.777998924255371,-2.9829354286193848,-3.917633295059204,-2.7674739360809326,0.2124543935060501,-1.6243447065353394,-1.7182848453521729,-1.044840693473816,7,0
-624.051513671875,53.18484115600586,-11.986224174499512,2.3677735328674316,-3.5824241638183594,-0.7976869940757751,-11.784280776977539,3.0324833393096924,-10.997639656066895,-3.511070489883423,-3.6374051570892334,-3.102254867553711,-6.885549068450928,-2.707829475402832,-6.300131797790527,-3.7315104007720947,1.292726755142212,-3.6164283752441406,-2.0428617000579834,0.9850035905838013,7,0
-608.697021484375,54.18361282348633,-15.773293495178223,2.4793684482574463,-2.68530535697937,-0.6510148644447327,-14.694737434387207,0.45434442162513733,-12.619028091430664,-4.331934452056885,-5.392877578735352,-3.6131813526153564,-6.720085144042969,-3.877012014389038,-5.2858405113220215,-1.4258010387420654,2.10591197013855,-2.5132346153259277,-2.1065633296966553,-0.3532079756259918,7,0
-561.0099487304688,51.2354850769043,-19.043882369995117,3.674772024154663,-3.580139636993408,-1.6111384630203247,-11.342411041259766,3.115558624267578,-10.353042602539062,-3.6037657260894775,-3.9872493743896484,-4.014565467834473,-3.9382214546203613,-3.6596343517303467,-3.215235471725464,1.7953625917434692,3.7859718799591064,1.7130883932113647,-1.524025559425354,-0.27348965406417847,7,0
-568.2235717773438,52.9640998840332,-20.03704071044922,0.32038092613220215,-3.60260009765625,-3.2554218769073486,-12.970863342285156,3.27948260307312,-9.333101272583008,-3.040658473968506,-4.840136528015137,-3.2488746643066406,-4.930915355682373,-3.1528079509735107,-2.2007651329040527,1.5959872007369995,3.5342352390289307,1.1539626121520996,-0.8162372708320618,-0.2397347241640091,7,0
-559.41796875,44.4607048034668,-14.097041130065918,0.9209879040718079,-7.025008678436279,-3.451117992401123,-15.842427253723145,2.210402011871338,-11.203328132629395,-6.03587532043457,-5.772727012634277,-4.299278259277344,-5.360195636749268,-1.1664373874664307,-4.926155090332031,-1.1764973402023315,1.7641253471374512,0.531795859336853,-0.7476303577423096,0.8002724647521973,7,0
-548.3703002929688,51.07475662231445,-19.139904022216797,-0.9932087063789368,-11.080020904541016,-2.9894156455993652,-15.341289520263672,0.1137726679444313,-14.311105728149414,-5.82661247253418,-5.268429279327393,-4.954550266265869,-7.334348201751709,-4.265324115753174,-7.221127986907959,-3.3150196075439453,-0.674526035785675,-4.233582973480225,-3.858492851257324,-0.7580111026763916,7,0
-647.660400390625,72.89469909667969,-2.2797346115112305,10.852124214172363,3.431666612625122,8.57640266418457,-4.6478962898254395,-5.619347095489502,-8.826385498046875,-0.9748914837837219,-2.806954860687256,-7.411399841308594,0.10837020725011826,-1.7609353065490723,-4.422479629516602,-1.1820051670074463,-2.2625532150268555,-3.783393621444702,-2.4507288932800293,-2.385343074798584,0,1
-647.4971313476562,79.73372650146484,5.042277812957764,16.208301544189453,8.391966819763184,13.9437255859375,-1.3819396495819092,-1.4035266637802124,-6.042045593261719,2.1260035037994385,0.5867261290550232,-4.1701579093933105,2.1809847354888916,0.4551067352294922,-1.076222538948059,2.420876979827881,-0.6367465257644653,-1.0638480186462402,1.3698272705078125,1.9038162231445312,0,1
-663.0928344726562,80.56578826904297,-5.366106033325195,17.420074462890625,1.1284233331680298,13.381898880004883,-5.563206672668457,-4.318208694458008,-9.734936714172363,0.025679191574454308,-4.500026226043701,-6.569284915924072,1.6879994869232178,-2.5698697566986084,-4.595431804656982,0.30627962946891785,-2.0486068725585938,-3.037052869796753,-2.4847991466522217,-1.2923823595046997,0,1
-648.8552856445312,73.70977020263672,-1.8558586835861206,16.89665985107422,0.7522822022438049,13.465190887451172,-3.885124683380127,-6.0498948097229,-11.592767715454102,-0.9925867319107056,-5.5534892082214355,-6.76046895980835,-0.1726415604352951,-1.854856014251709,-3.5336480140686035,-0.38902735710144043,-2.6561741828918457,-3.368544340133667,-2.1439199447631836,-0.7242900729179382,0,1
-668.79345703125,81.97640228271484,2.9523725509643555,18.907512664794922,0.6784724593162537,15.51107406616211,-6.082355499267578,-1.6892833709716797,-9.536124229431152,3.4857072830200195,-4.041087627410889,-3.6359972953796387,4.80287504196167,-2.3734331130981445,-4.477893352508545,1.6675952672958374,-3.6304662227630615,-2.2599270343780518,-0.42047587037086487,-1.4287095069885254,1,1
-663.0015258789062,82.70587158203125,-2.938987970352173,16.567922592163086,0.21571892499923706,13.579980850219727,-7.476745128631592,-3.153048515319824,-9.426977157592773,2.0080630779266357,-2.7825233936309814,-4.391238212585449,4.876064300537109,-3.048884630203247,-5.46360969543457,1.7068238258361816,-3.661484718322754,-3.7179150581359863,-1.3044557571411133,-1.2183482646942139,1,1
-669.1865844726562,95.31722259521484,-4.860689163208008,18.871471405029297,-1.399626612663269,21.640321731567383,-8.283516883850098,-8.269959449768066,-7.916007041931152,7.0024824142456055,-6.172463893890381,-5.1295342445373535,8.286465644836426,-4.551398754119873,-4.030013561248779,1.1108357906341553,-3.3898589611053467,-0.914132833480835,-0.8489924669265747,-1.3593515157699585,1,1
-576.477294921875,76.63697814941406,-4.107681751251221,15.041921615600586,-4.425256252288818,16.04962730407715,-6.010736465454102,-4.9665045738220215,-11.251241683959961,4.08881139755249,-6.632579803466797,-5.107025146484375,5.070737838745117,-1.8513143062591553,-8.353031158447266,2.252675771713257,-4.300568580627441,-3.7594900131225586,0.5352178812026978,-1.8328144550323486,1,1
-592.8211059570312,110.7042007446289,-13.840668678283691,9.994980812072754,-4.855397701263428,11.360172271728516,-9.355086326599121,-6.872753143310547,-13.334918975830078,4.79360818862915,-7.886536598205566,-5.72472620010376,12.974857330322266,0.18226315081119537,-7.603795051574707,4.375750541687012,-2.58223557472229,-3.447131395339966,1.4667850732803345,0.521519124507904,1,1
-558.6854248046875,85.99534606933594,-10.94530963897705,9.517789840698242,-0.0021759651135653257,14.070606231689453,-8.671975135803223,-2.890349864959717,-14.75239086151123,-1.0008349418640137,-6.283420562744141,-3.966921091079712,4.1124677658081055,-1.1469494104385376,-6.041561126708984,2.235391855239868,-5.29629373550415,-2.673259973526001,0.9660291075706482,-0.5525145530700684,1,1
-559.6234130859375,87.11483001708984,-5.642498970031738,14.499643325805664,-1.87399160861969,17.164857864379883,-6.579455852508545,-3.7073781490325928,-11.565677642822266,5.527647972106934,-7.564763069152832,-2.5365588665008545,9.203709602355957,0.5383585095405579,-7.732483386993408,6.337555408477783,-2.3655505180358887,-1.2306634187698364,2.6804423332214355,-0.1083718091249466,1,1
-561.207763671875,85.30354309082031,-6.5532708168029785,15.71495246887207,-4.704657554626465,15.496150016784668,-5.516796588897705,-4.264649868011475,-13.669904708862305,5.1267409324646,-5.1467695236206055,-3.4952540397644043,8.94068431854248,-1.692768931388855,-9.227960586547852,5.802153587341309,-3.964090347290039,-2.9424338340759277,2.407590389251709,-0.1468774676322937,1,1
-573.8014526367188,82.91633605957031,-10.49123764038086,10.558046340942383,0.3633725345134735,10.093856811523438,-11.359511375427246,1.1262240409851074,-10.653170585632324,-2.0787646770477295,-4.852334499359131,0.2471276968717575,1.9089922904968262,-6.817634582519531,-3.6803016662597656,-4.079601287841797,-6.0427350997924805,-3.0990076065063477,-4.069223403930664,-2.6434338092803955,6,1
-617.5987548828125,81.43180084228516,-2.8620283603668213,11.75463581085205,2.004869222640991,14.053655624389648,-12.001740455627441,2.592214584350586,-12.764583587646484,-3.3225066661834717,-6.401089191436768,-1.9071118831634521,1.8692348003387451,-6.653777599334717,-2.6593894958496094,-4.241915702819824,-4.235004901885986,-1.188819169998169,-2.6882665157318115,-1.672890543937683,6,1
-614.385009765625,66.04296112060547,-1.7958769798278809,17.309551239013672,1.961249828338623,13.305901527404785,-10.743131637573242,-0.3375588059425354,-14.431402206420898,4.189355373382568,-6.309637546539307,1.6453382968902588,-0.5959749221801758,-6.426085472106934,-4.973793029785156,-1.813003420829773,-3.2666120529174805,-0.9341436624526978,-3.267223834991455,-1.3523461818695068,6,1
-539.977783203125,74.68077850341797,-10.131710052490234,7.639997482299805,0.4849783182144165,11.452597618103027,-12.716574668884277,-0.9621708989143372,-15.713963508605957,-0.009331905283033848,-9.112967491149902,-0.6087807416915894,2.3065459728240967,-5.981344223022461,-3.457420825958252,-4.568277835845947,-6.036849498748779,-0.5771598219871521,-5.004613876342773,-1.7834831476211548,6,1
-583.4850463867188,83.35173034667969,-5.281347274780273,12.059318542480469,5.574120044708252,13.04496955871582,-15.790282249450684,0.7069132924079895,-13.102479934692383,3.709176540374756,-6.330012321472168,-1.2951366901397705,0.2001340240240097,-5.037589073181152,-4.364786624908447,-3.001793384552002,-3.5890860557556152,-2.237642765045166,-5.704658031463623,-2.090610980987549,6,1
-557.5928955078125,93.03984069824219,-6.770700454711914,18.642807006835938,-3.173940896987915,10.668366432189941,-14.632533073425293,3.798383951187134,-12.684179306030273,6.287489414215088,-8.177443504333496,-0.9781490564346313,2.1026573181152344,-3.615488052368164,-2.89792537689209,-2.669609546661377,-4.303114891052246,-3.3073086738586426,-5.221198081970215,-1.7194907665252686,6,1
